"";"SetPointId";"ServingTeamName";"ReceivingTeamName";"WinningTeamServingCode";"ServingRotation";"ReceivingRotation";"ServingPlayerId";"GameStageDetail";"RatingService";"MarkovCoefLastTouchSideout";"M1_A_S";"M2_A_S";"M3_A_S"
"1";"S127417_1H0V0";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;1;0;-34,3381759268929;-34,3381759268929
"2";"S127417_1H1V1";"Praha";"Kladno";"S";6;2;4526;"RegularGame";34,4789826530612;0;100;65,5210173469388;65,5210173469388
"3";"S127417_1H1V2";"Praha";"Kladno";"S";6;2;4526;"RegularGame";34,4789826530612;0,4850044;100;65,5210173469388;17,0205773469388
"4";"S127417_1H1V3";"Praha";"Kladno";"R";6;2;4526;"RegularGame";34,4789826530612;1;0;-34,4789826530612;-34,4789826530612
"5";"S127417_1H2V3";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,3687095;100;62,3670298022599;25,4960798022599
"6";"S127417_1H3V3";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;0,4597174;0;-37,6329701977401;16,3952898022599
"7";"S127417_1H3V4";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;1;0;-33,3609808196721;-33,3609808196721
"8";"S127417_1H4V4";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;1;0;-34,9852440199335;-34,9852440199335
"9";"S127417_1H5V5";"Kladno";"Praha";"R";5;4;4437;"RegularGame";32,8818041071428;0,575266;0;-32,8818041071428;9,5915958928572
"10";"S127417_1H5V6";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0;100;68,6396655958549;68,6396655958549
"11";"S127417_1H5V7";"Praha";"Kladno";"R";3;5;4357;"RegularGame";31,3603344041451;1;0;-31,3603344041451;-31,3603344041451
"12";"S127417_1H7V8";"Kladno";"Praha";"S";3;2;4443;"RegularGame";35,4042121759259;0,4775763;100;64,5957878240741;16,8381578240741
"13";"S127417_1H8V8";"Kladno";"Praha";"R";3;2;4443;"RegularGame";35,4042121759259;1;0;-35,4042121759259;-35,4042121759259
"14";"S127417_1H8V9";"Praha";"Kladno";"S";1;3;4459;"RegularGame";34,3381759268929;0,4128309;100;65,6618240731071;24,3787340731071
"15";"S127417_1H8V10";"Praha";"Kladno";"S";1;3;4459;"RegularGame";34,3381759268929;0;100;65,6618240731071;65,6618240731071
"16";"S127417_1H8V11";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;0,4164149;0;-34,3381759268929;24,0203340731071
"17";"S127417_1H9V11";"Kladno";"Praha";"R";2;1;4449;"RegularGame";36,928840872093;1;0;-36,928840872093;-36,928840872093
"18";"S127417_1H9V12";"Praha";"Kladno";"R";6;2;4526;"RegularGame";34,4789826530612;1;0;-34,4789826530612;-34,4789826530612
"19";"S127417_1H10V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0;100;62,3670298022599;62,3670298022599
"20";"S127417_1H11V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0;100;62,3670298022599;62,3670298022599
"21";"S127417_1H12V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,3687095;100;62,3670298022599;25,4960798022599
"22";"S127417_1H13V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,3694937;100;62,3670298022599;25,4176598022599
"23";"S127417_1H14V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,2142572;100;62,3670298022599;40,9413098022599
"24";"S127417_1H15V12";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;0,646903;0;-37,6329701977401;-2,32327019774011
"25";"S127417_1H15V13";"Praha";"Kladno";"S";5;1;4355;"RegularGame";33,3609808196721;0;100;66,6390191803279;66,6390191803279
"26";"S127417_1H15V14";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;0,4164149;0;-33,3609808196721;24,9975291803279
"27";"S127417_1H16V14";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;1;0;-34,9852440199335;-34,9852440199335
"28";"S127417_1H16V15";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0,4850044;100;61,4240025833333;12,9235625833333
"29";"S127417_1H16V16";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"30";"S127417_1H16V17";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0,3687095;100;61,4240025833333;24,5530525833333
"31";"S127417_1H16V18";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;1;0;-38,5759974166667;-38,5759974166667
"32";"S127417_1H17V19";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0,4588627;100;68,6396655958549;22,7533955958549
"33";"S127417_1H17V20";"Praha";"Kladno";"S";3;5;4357;"LosingInTightEndgame";31,3603344041451;0,3753631;100;68,6396655958549;31,1033555958549
"34";"S127417_1H17V21";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0;100;68,6396655958549;68,6396655958549
"35";"S127417_1H17V22";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0,575266;100;68,6396655958549;11,1130655958549
"36";"S127417_1H17V23";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0,2025275;100;68,6396655958549;48,3869155958549
"37";"S127417_1H18V24";"Kladno";"Praha";"S";4;3;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"38";"S127417_1H19V24";"Kladno";"Praha";"R";4;3;4318;"RegularGame";35,6473187586207;1;0;-35,6473187586207;-35,6473187586207
"39";"S127417_2H0V0";"Kladno";"Praha";"S";2;2;4449;"RegularGame";36,928840872093;0;100;63,071159127907;63,071159127907
"40";"S127417_2H1V0";"Kladno";"Praha";"S";2;2;4449;"RegularGame";36,928840872093;0;100;63,071159127907;63,071159127907
"41";"S127417_2H2V1";"Praha";"Kladno";"R";1;2;4459;"RegularGame";34,3381759268929;1;0;-34,3381759268929;-34,3381759268929
"42";"S127417_2H3V1";"Kladno";"Praha";"S";1;1;4344;"RegularGame";37,6329701977401;0;100;62,3670298022599;62,3670298022599
"43";"S127417_2H4V2";"Praha";"Kladno";"S";6;1;4311;"RegularGame";31,5676785534591;0,6773472;100;68,4323214465409;0,69760144654089
"44";"S127417_2H5V3";"Kladno";"Praha";"S";6;6;4445;"RegularGame";34,9852440199335;0,4164149;100;65,0147559800665;23,3732659800665
"45";"S127417_2H6V4";"Praha";"Kladno";"S";5;6;4355;"RegularGame";33,3609808196721;0;100;66,6390191803279;66,6390191803279
"46";"S127417_2H6V5";"Praha";"Kladno";"R";5;6;4355;"RegularGame";33,3609808196721;1;0;-33,3609808196721;-33,3609808196721
"47";"S127417_2H7V5";"Kladno";"Praha";"R";5;5;4437;"RegularGame";32,8818041071428;0,492644;0;-32,8818041071428;17,8537958928572
"48";"S127417_2H7V6";"Praha";"Kladno";"R";4;5;4525;"RegularGame";38,5759974166667;1;0;-38,5759974166667;-38,5759974166667
"49";"S127417_2H8V6";"Kladno";"Praha";"S";4;4;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"50";"S127417_2H9V6";"Kladno";"Praha";"S";4;4;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"51";"S127417_2H10V6";"Kladno";"Praha";"R";4;4;4318;"RegularGame";35,6473187586207;0,347362;0;-35,6473187586207;29,6164812413793
"52";"S127417_2H10V7";"Praha";"Kladno";"R";3;4;4357;"RegularGame";31,3603344041451;1;0;-31,3603344041451;-31,3603344041451
"53";"S127417_2H11V7";"Kladno";"Praha";"R";3;3;4443;"RegularGame";35,4042121759259;0,4140952;0;-35,4042121759259;23,1862678240741
"54";"S127417_2H12V9";"Praha";"Kladno";"S";1;2;4459;"RegularGame";34,3381759268929;0,4128309;100;65,6618240731071;24,3787340731071
"55";"S127417_2H12V10";"Praha";"Kladno";"S";1;2;4459;"RegularGame";34,3381759268929;0,3572543;100;65,6618240731071;29,9363940731071
"56";"S127417_2H12V11";"Praha";"Kladno";"S";1;2;4459;"RegularGame";34,3381759268929;0;100;65,6618240731071;65,6618240731071
"57";"S127417_2H12V12";"Praha";"Kladno";"R";1;2;4459;"RegularGame";34,3381759268929;1;0;-34,3381759268929;-34,3381759268929
"58";"S127417_2H13V12";"Kladno";"Praha";"S";1;1;4344;"RegularGame";37,6329701977401;0,4164149;100;62,3670298022599;20,7255398022599
"59";"S127417_2H14V12";"Kladno";"Praha";"R";1;1;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"60";"S127417_2H14V13";"Praha";"Kladno";"R";6;1;4311;"RegularGame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"61";"S127417_2H15V13";"Kladno";"Praha";"R";6;6;4445;"RegularGame";34,9852440199335;0,4164149;0;-34,9852440199335;23,3732659800665
"62";"S127417_2H15V14";"Praha";"Kladno";"R";5;6;4355;"RegularGame";33,3609808196721;1;0;-33,3609808196721;-33,3609808196721
"63";"S127417_2H16V14";"Kladno";"Praha";"R";5;5;4437;"RegularGame";32,8818041071428;1;0;-32,8818041071428;-32,8818041071428
"64";"S127417_2H16V15";"Praha";"Kladno";"S";4;5;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"65";"S127417_2H16V16";"Praha";"Kladno";"R";4;5;4525;"RegularGame";38,5759974166667;1;0;-38,5759974166667;-38,5759974166667
"66";"S127417_2H17V16";"Kladno";"Praha";"S";4;4;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"67";"S127417_2H18V17";"Praha";"Kladno";"R";3;4;4357;"RegularGame";31,3603344041451;1;0;-31,3603344041451;-31,3603344041451
"68";"S127417_2H19V17";"Kladno";"Praha";"R";3;3;4443;"RegularGame";35,4042121759259;1;0;-35,4042121759259;-35,4042121759259
"69";"S127417_2H19V18";"Praha";"Kladno";"S";2;3;4523;"RegularGame";32,8783827433628;0,4128309;100;67,1216172566372;25,8385272566372
"70";"S127417_2H20V19";"Kladno";"Praha";"S";2;2;4449;"LosingInTightEndgame";36,928840872093;0;100;63,071159127907;63,071159127907
"71";"S127417_2H21V19";"Kladno";"Praha";"R";2;2;4449;"LeadingInTightEndgame";36,928840872093;1;0;-36,928840872093;-36,928840872093
"72";"S127417_2H21V20";"Praha";"Kladno";"R";1;2;4459;"BalancedTightEndgame";34,3381759268929;0,6055595;0;-34,3381759268929;5,1058740731071
"73";"S127417_2H22V20";"Kladno";"Praha";"R";1;1;4344;"LeadingInTightEndgame";37,6329701977401;0,3694937;0;-37,6329701977401;25,4176598022599
"74";"S127417_2H22V21";"Praha";"Kladno";"R";6;1;4311;"BalancedTightEndgame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"75";"S127417_2H23V21";"Kladno";"Praha";"R";6;6;4445;"LeadingInTightEndgame";34,9852440199335;0,4850044;0;-34,9852440199335;16,5143159800665
"76";"S127417_2H23V22";"Praha";"Kladno";"S";5;6;4355;"BalancedTightEndgame";33,3609808196721;0;100;66,6390191803279;66,6390191803279
"77";"S127417_2H23V23";"Praha";"Kladno";"R";5;6;4355;"BalancedTightEndgame";33,3609808196721;0,575266;0;-33,3609808196721;9,1124191803279
"78";"S127417_2H24V23";"Kladno";"Praha";"S";5;5;4437;"LosingInTightEndgame";32,8818041071428;0;100;67,1181958928572;67,1181958928572
"79";"S127417_3H0V0";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;1;0;-34,3381759268929;-34,3381759268929
"80";"S127417_3H1V0";"Kladno";"Praha";"R";2;1;4449;"RegularGame";36,928840872093;1;0;-36,928840872093;-36,928840872093
"81";"S127417_3H1V1";"Praha";"Kladno";"S";6;2;4311;"RegularGame";31,5676785534591;0;100;68,4323214465409;68,4323214465409
"82";"S127417_3H1V2";"Praha";"Kladno";"R";6;2;4311;"RegularGame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"83";"S127417_3H2V2";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"84";"S127417_3H2V3";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;1;0;-33,3609808196721;-33,3609808196721
"85";"S127417_3H3V3";"Kladno";"Praha";"S";6;5;4445;"RegularGame";34,9852440199335;0;100;65,0147559800665;65,0147559800665
"86";"S127417_3H4V3";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;0,6467072;0;-34,9852440199335;0,344035980066494
"87";"S127417_3H4V4";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"88";"S127417_3H4V5";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"89";"S127417_3H4V6";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"90";"S127417_3H4V7";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"91";"S127417_3H4V8";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0;100;61,4240025833333;61,4240025833333
"92";"S127417_3H4V9";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;0,4128309;0;-38,5759974166667;20,1409125833333
"93";"S127417_3H5V9";"Kladno";"Praha";"S";5;4;4437;"RegularGame";32,8818041071428;0;100;67,1181958928572;67,1181958928572
"94";"S127417_3H6V9";"Kladno";"Praha";"S";5;4;4437;"RegularGame";32,8818041071428;0;100;67,1181958928572;67,1181958928572
"95";"S127417_3H7V10";"Praha";"Kladno";"R";3;5;4357;"RegularGame";31,3603344041451;1;0;-31,3603344041451;-31,3603344041451
"96";"S127417_3H8V11";"Praha";"Kladno";"R";2;4;4523;"RegularGame";32,8783827433628;1;0;-32,8783827433628;-32,8783827433628
"97";"S127417_3H9V12";"Praha";"Kladno";"S";1;3;4459;"RegularGame";34,3381759268929;0;100;65,6618240731071;65,6618240731071
"98";"S127417_3H10V14";"Praha";"Kladno";"R";6;2;4311;"RegularGame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"99";"S127417_3H11V14";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"100";"S127417_3H11V15";"Praha";"Kladno";"R";5;1;4379;"RegularGame";32,6810371698113;1;0;-32,6810371698113;-32,6810371698113
"101";"S127417_3H12V16";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;0,492644;0;-38,5759974166667;12,1596025833333
"102";"S127417_3H14V17";"Kladno";"Praha";"R";4;3;4318;"RegularGame";35,6473187586207;0,575266;0;-35,6473187586207;6,8260812413793
"103";"S127417_3H14V18";"Praha";"Kladno";"S";2;4;4523;"RegularGame";32,8783827433628;0,4164149;100;67,1216172566372;25,4801272566372
"104";"S127417_3H14V19";"Praha";"Kladno";"R";2;4;4523;"RegularGame";32,8783827433628;0,6467072;0;-32,8783827433628;2,4508972566372
"105";"S127417_3H15V19";"Kladno";"Praha";"R";3;2;4443;"RegularGame";35,4042121759259;1;0;-35,4042121759259;-35,4042121759259
"106";"S127417_3H15V20";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;0,2025275;0;-34,3381759268929;45,4090740731071
"107";"S127417_3H16V20";"Kladno";"Praha";"S";2;1;4449;"RegularGame";36,928840872093;0,492644;100;63,071159127907;13,806759127907
"108";"S127417_3H17V20";"Kladno";"Praha";"R";2;1;4449;"LosingInTightEndgame";36,928840872093;1;0;-36,928840872093;-36,928840872093
"109";"S127417_3H17V21";"Praha";"Kladno";"S";6;2;4311;"RegularGame";31,5676785534591;0;100;68,4323214465409;68,4323214465409
"110";"S127417_3H18V22";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"111";"S127417_3H18V23";"Praha";"Kladno";"S";5;1;4355;"RegularGame";33,3609808196721;0,4588627;100;66,6390191803279;20,7527491803279
"112";"S127417_3H18V24";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;0,4140952;0;-33,3609808196721;25,2294991803279
"113";"S127417_3H19V24";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;0,6273647;0;-34,9852440199335;2,2782859800665
"114";"S127417_4H0V0";"Kladno";"Praha";"R";1;2;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"115";"S127417_4H0V1";"Praha";"Kladno";"R";1;1;4459;"RegularGame";34,3381759268929;1;0;-34,3381759268929;-34,3381759268929
"116";"S127417_4H1V2";"Praha";"Kladno";"R";6;6;4311;"RegularGame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"117";"S127417_4H2V2";"Kladno";"Praha";"R";5;6;4449;"RegularGame";36,928840872093;1;0;-36,928840872093;-36,928840872093
"118";"S127417_4H2V3";"Praha";"Kladno";"S";5;5;4355;"RegularGame";33,3609808196721;0;100;66,6390191803279;66,6390191803279
"119";"S127417_4H2V4";"Praha";"Kladno";"S";5;5;4355;"RegularGame";33,3609808196721;0,4854297;100;66,6390191803279;18,0960491803279
"120";"S127417_4H2V5";"Praha";"Kladno";"S";5;5;4355;"RegularGame";33,3609808196721;0,4157516;100;66,6390191803279;25,0638591803279
"121";"S127417_4H3V6";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"122";"S127417_4H4V6";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0,2142572;100;64,3526812413793;42,9269612413793
"123";"S127417_4H5V6";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"124";"S127417_4H7V7";"Kladno";"Praha";"S";3;4;4443;"RegularGame";35,4042121759259;0;100;64,5957878240741;64,5957878240741
"125";"S127417_4H8V7";"Kladno";"Praha";"S";3;4;4443;"RegularGame";35,4042121759259;0,4128309;100;64,5957878240741;23,3126978240741
"126";"S127417_4H9V7";"Kladno";"Praha";"S";3;4;4443;"RegularGame";35,4042121759259;0;100;64,5957878240741;64,5957878240741
"127";"S127417_4H10V7";"Kladno";"Praha";"R";3;4;4443;"RegularGame";35,4042121759259;1;0;-35,4042121759259;-35,4042121759259
"128";"S127417_4H11V8";"Kladno";"Praha";"R";2;3;4377;"RegularGame";33,7804205479452;1;0;-33,7804205479452;-33,7804205479452
"129";"S127417_4H11V9";"Praha";"Kladno";"R";2;2;4523;"RegularGame";32,8783827433628;1;0;-32,8783827433628;-32,8783827433628
"130";"S127417_4H12V9";"Kladno";"Praha";"S";1;2;4344;"RegularGame";37,6329701977401;0;100;62,3670298022599;62,3670298022599
"131";"S127417_4H13V9";"Kladno";"Praha";"S";1;2;4344;"RegularGame";37,6329701977401;0;100;62,3670298022599;62,3670298022599
"132";"S127417_4H14V9";"Kladno";"Praha";"R";1;2;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"133";"S127417_4H14V10";"Praha";"Kladno";"S";1;1;4459;"RegularGame";34,3381759268929;0,492644;100;65,6618240731071;16,3974240731071
"134";"S127417_4H14V11";"Praha";"Kladno";"S";1;1;4459;"RegularGame";34,3381759268929;0,557645;100;65,6618240731071;9,8973240731071
"135";"S127417_4H14V12";"Praha";"Kladno";"R";1;1;4459;"RegularGame";34,3381759268929;0,2025275;0;-34,3381759268929;45,4090740731071
"136";"S127417_4H15V12";"Kladno";"Praha";"R";6;1;4445;"RegularGame";34,9852440199335;1;0;-34,9852440199335;-34,9852440199335
"137";"S127417_4H15V14";"Praha";"Kladno";"S";6;6;4311;"RegularGame";31,5676785534591;0;100;68,4323214465409;68,4323214465409
"138";"S127417_4H15V15";"Praha";"Kladno";"R";6;6;4311;"RegularGame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"139";"S127417_4H16V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,4164149;100;63,071159127907;21,429669127907
"140";"S127417_4H17V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,4164149;100;63,071159127907;21,429669127907
"141";"S127417_4H18V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0;100;63,071159127907;63,071159127907
"142";"S127417_4H19V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0;100;63,071159127907;63,071159127907
"143";"S127417_4H20V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,3776303;100;63,071159127907;25,308129127907
"144";"S127417_4H21V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0;100;63,071159127907;63,071159127907
"145";"S127417_4H22V16";"Praha";"Kladno";"S";5;5;4379;"RegularGame";32,6810371698113;0,2025275;100;67,3189628301887;47,0662128301887
"146";"S127417_4H22V17";"Praha";"Kladno";"R";5;5;4379;"RegularGame";32,6810371698113;1;0;-32,6810371698113;-32,6810371698113
"147";"S127417_4H23V17";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"148";"S127417_4H24V17";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0;100;64,3526812413793;64,3526812413793
"149";"S127417_5H0V0";"Praha";"Kladno";"S";2;2;4379;"RegularGame";32,6810371698113;0;100;67,3189628301887;67,3189628301887
"150";"S127417_5H0V1";"Praha";"Kladno";"S";2;2;4379;"RegularGame";32,6810371698113;0;100;67,3189628301887;67,3189628301887
"151";"S127417_5H0V2";"Praha";"Kladno";"S";2;2;4379;"RegularGame";32,6810371698113;0;100;67,3189628301887;67,3189628301887
"152";"S127417_5H1V3";"Kladno";"Praha";"S";1;2;4344;"RegularGame";37,6329701977401;0,4597174;100;62,3670298022599;16,3952898022599
"153";"S127417_5H2V3";"Kladno";"Praha";"R";1;2;4344;"RegularGame";37,6329701977401;1;0;-37,6329701977401;-37,6329701977401
"154";"S127417_5H2V4";"Praha";"Kladno";"S";1;1;4459;"RegularGame";34,3381759268929;0;100;65,6618240731071;65,6618240731071
"155";"S127417_5H2V5";"Praha";"Kladno";"R";1;1;4459;"RegularGame";34,3381759268929;1;0;-34,3381759268929;-34,3381759268929
"156";"S127417_5H3V5";"Kladno";"Praha";"S";6;1;4445;"RegularGame";34,9852440199335;0;100;65,0147559800665;65,0147559800665
"157";"S127417_5H4V5";"Kladno";"Praha";"R";6;1;4445;"RegularGame";34,9852440199335;1;0;-34,9852440199335;-34,9852440199335
"158";"S127417_5H4V6";"Praha";"Kladno";"R";6;6;4311;"RegularGame";31,5676785534591;1;0;-31,5676785534591;-31,5676785534591
"159";"S127417_5H5V6";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,2151261;100;63,071159127907;41,558549127907
"160";"S127417_5H6V6";"Kladno";"Praha";"R";5;6;4449;"RegularGame";36,928840872093;1;0;-36,928840872093;-36,928840872093
"161";"S127417_5H7V8";"Praha";"Kladno";"S";4;4;4525;"RegularGame";38,5759974166667;0,3694937;100;61,4240025833333;24,4746325833333
"162";"S127417_5H7V9";"Praha";"Kladno";"R";4;4;4525;"RegularGame";38,5759974166667;0,6273647;0;-38,5759974166667;-1,3124674166667
"163";"S127417_5H9V9";"Kladno";"Praha";"R";3;4;4443;"RegularGame";35,4042121759259;1;0;-35,4042121759259;-35,4042121759259
"164";"S127417_5H9V10";"Praha";"Kladno";"R";3;3;4357;"BalancedTightEndgame";31,3603344041451;1;0;-31,3603344041451;-31,3603344041451
"165";"S127417_5H10V10";"Kladno";"Praha";"R";2;3;4437;"BalancedTightEndgame";32,8818041071428;1;0;-32,8818041071428;-32,8818041071428
"166";"S127417_5H10V11";"Praha";"Kladno";"S";2;2;4379;"BalancedTightEndgame";32,6810371698113;0;100;67,3189628301887;67,3189628301887
"167";"S127417_5H10V12";"Praha";"Kladno";"S";2;2;4379;"LosingInTightEndgame";32,6810371698113;0;100;67,3189628301887;67,3189628301887
"168";"S127417_5H10V13";"Praha";"Kladno";"S";2;2;4379;"LosingInTightEndgame";32,6810371698113;0;100;67,3189628301887;67,3189628301887
"169";"S127421_1H0V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0;100;70,4639344915254;70,4639344915254
"170";"S127421_1H1V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0,3687095;100;70,4639344915254;33,5929844915254
"171";"S127421_1H2V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0;100;70,4639344915254;70,4639344915254
"172";"S127421_1H3V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0;100;70,4639344915254;70,4639344915254
"173";"S127421_1H4V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0;100;70,4639344915254;70,4639344915254
"174";"S127421_1H5V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0,4140952;100;70,4639344915254;29,0544144915254
"175";"S127421_1H6V0";"Beskydy";"Brno";"R";1;6;4494;"RegularGame";29,5360655084746;1;0;-29,5360655084746;-29,5360655084746
"176";"S127421_1H6V1";"Brno";"Beskydy";"R";5;1;4502;"RegularGame";34,8366722222222;1;0;-34,8366722222222;-34,8366722222222
"177";"S127421_1H7V1";"Beskydy";"Brno";"S";6;5;4539;"RegularGame";31,345942293578;0,2142572;100;68,654057706422;47,228337706422
"178";"S127421_1H8V1";"Beskydy";"Brno";"S";6;5;4539;"RegularGame";31,345942293578;0;100;68,654057706422;68,654057706422
"179";"S127421_1H10V5";"Beskydy";"Brno";"S";5;4;4485;"RegularGame";33,1493070285714;0,4850044;100;66,8506929714286;18,3502529714286
"180";"S127421_1H11V5";"Beskydy";"Brno";"R";5;4;4485;"RegularGame";33,1493070285714;1;0;-33,1493070285714;-33,1493070285714
"181";"S127421_1H11V6";"Brno";"Beskydy";"S";3;5;4310;"RegularGame";34,0997423411371;0;100;65,9002576588629;65,9002576588629
"182";"S127421_1H12V7";"Beskydy";"Brno";"S";4;3;4538;"RegularGame";32,6362573151751;0;100;67,3637426848249;67,3637426848249
"183";"S127421_1H13V7";"Beskydy";"Brno";"R";4;3;4538;"RegularGame";32,6362573151751;1;0;-32,6362573151751;-32,6362573151751
"184";"S127421_1H14V9";"Brno";"Beskydy";"R";1;3;4305;"RegularGame";38,0995889160839;1;0;-38,0995889160839;-38,0995889160839
"185";"S127421_1H15V9";"Beskydy";"Brno";"R";2;1;4532;"RegularGame";34,9515989655172;1;0;-34,9515989655172;-34,9515989655172
"186";"S127421_1H15V10";"Brno";"Beskydy";"S";6;2;4301;"RegularGame";35,7615206868132;0,3687095;100;64,2384793131868;27,3675293131868
"187";"S127421_1H15V11";"Brno";"Beskydy";"S";6;2;4301;"RegularGame";35,7615206868132;0;100;64,2384793131868;64,2384793131868
"188";"S127421_1H15V12";"Brno";"Beskydy";"S";6;2;4301;"RegularGame";35,7615206868132;0,492644;100;64,2384793131868;14,9740793131868
"189";"S127421_1H16V13";"Beskydy";"Brno";"R";1;6;4494;"RegularGame";29,5360655084746;1;0;-29,5360655084746;-29,5360655084746
"190";"S127421_1H17V14";"Brno";"Beskydy";"S";5;1;4502;"RegularGame";34,8366722222222;0;100;65,1633277777778;65,1633277777778
"191";"S127421_1H18V15";"Beskydy";"Brno";"R";6;5;4539;"RegularGame";31,345942293578;1;0;-31,345942293578;-31,345942293578
