"";"SetPointId";"ServingTeamName";"ReceivingTeamName";"WinningTeamServingCode";"ServingRotation";"ReceivingRotation";"ServingPlayerId";"GameStageDetail";"RatingService";"MarkovCoefLastTouchSideout"
"1";"S127417_1H0V0";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;1
"2";"S127417_1H1V0";"Kladno";"Praha";"R";2;1;4449;"RegularGame";36,928840872093;NA
"3";"S127417_1H1V1";"Praha";"Kladno";"S";6;2;4526;"RegularGame";34,4789826530612;0
"4";"S127417_1H1V2";"Praha";"Kladno";"S";6;2;4526;"RegularGame";34,4789826530612;0,4850044
"5";"S127417_1H1V3";"Praha";"Kladno";"R";6;2;4526;"RegularGame";34,4789826530612;1
"6";"S127417_1H2V3";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,3687095
"7";"S127417_1H3V3";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;0,4597174
"8";"S127417_1H3V4";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;1
"9";"S127417_1H4V4";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;1
"10";"S127417_1H4V5";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;NA
"11";"S127417_1H5V5";"Kladno";"Praha";"R";5;4;4437;"RegularGame";32,8818041071428;0,575266
"12";"S127417_1H5V6";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0
"13";"S127417_1H5V7";"Praha";"Kladno";"R";3;5;4357;"RegularGame";31,3603344041451;1
"14";"S127417_1H6V7";"Kladno";"Praha";"R";4;3;4318;"RegularGame";35,6473187586207;NA
"15";"S127417_1H6V8";"Praha";"Kladno";"R";2;4;4523;"RegularGame";32,8783827433628;NA
"16";"S127417_1H7V8";"Kladno";"Praha";"S";3;2;4443;"RegularGame";35,4042121759259;0,4775763
"17";"S127417_1H8V8";"Kladno";"Praha";"R";3;2;4443;"RegularGame";35,4042121759259;1
"18";"S127417_1H8V9";"Praha";"Kladno";"S";1;3;4459;"RegularGame";34,3381759268929;0,4128309
"19";"S127417_1H8V10";"Praha";"Kladno";"S";1;3;4459;"RegularGame";34,3381759268929;0
"20";"S127417_1H8V11";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;0,4164149
"21";"S127417_1H9V11";"Kladno";"Praha";"R";2;1;4449;"RegularGame";36,928840872093;1
"22";"S127417_1H9V12";"Praha";"Kladno";"R";6;2;4526;"RegularGame";34,4789826530612;1
"23";"S127417_1H10V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0
"24";"S127417_1H11V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0
"25";"S127417_1H12V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,3687095
"26";"S127417_1H13V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,3694937
"27";"S127417_1H14V12";"Kladno";"Praha";"S";1;6;4344;"RegularGame";37,6329701977401;0,2142572
"28";"S127417_1H15V12";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;0,646903
"29";"S127417_1H15V13";"Praha";"Kladno";"S";5;1;4355;"RegularGame";33,3609808196721;0
"30";"S127417_1H15V14";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;0,4164149
"31";"S127417_1H16V14";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;1
"32";"S127417_1H16V15";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0,4850044
"33";"S127417_1H16V16";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0
"34";"S127417_1H16V17";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0,3687095
"35";"S127417_1H16V18";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;1
"36";"S127417_1H17V18";"Kladno";"Praha";"R";5;4;4437;"RegularGame";32,8818041071428;NA
"37";"S127417_1H17V19";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0,4588627
"38";"S127417_1H17V20";"Praha";"Kladno";"S";3;5;4357;"LosingInTightEndgame";31,3603344041451;0,3753631
"39";"S127417_1H17V21";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0
"40";"S127417_1H17V22";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0,575266
"41";"S127417_1H17V23";"Praha";"Kladno";"S";3;5;4357;"RegularGame";31,3603344041451;0,2025275
"42";"S127417_1H17V24";"Praha";"Kladno";"R";3;5;4357;"RegularGame";31,3603344041451;NA
"43";"S127417_1H18V24";"Kladno";"Praha";"S";4;3;4318;"RegularGame";35,6473187586207;0
"44";"S127417_1H19V24";"Kladno";"Praha";"R";4;3;4318;"RegularGame";35,6473187586207;1
"45";"S127417_2H0V0";"Kladno";"Praha";"S";2;2;4449;"RegularGame";36,928840872093;0
"46";"S127417_2H1V0";"Kladno";"Praha";"S";2;2;4449;"RegularGame";36,928840872093;0
"47";"S127417_2H2V0";"Kladno";"Praha";"R";2;2;4449;"RegularGame";36,928840872093;NA
"48";"S127417_2H2V1";"Praha";"Kladno";"R";1;2;4459;"RegularGame";34,3381759268929;1
"49";"S127417_2H3V1";"Kladno";"Praha";"S";1;1;4344;"RegularGame";37,6329701977401;0
"50";"S127417_2H4V1";"Kladno";"Praha";"R";1;1;4344;"RegularGame";37,6329701977401;NA
"51";"S127417_2H4V2";"Praha";"Kladno";"S";6;1;4311;"RegularGame";31,5676785534591;0,6773472
"52";"S127417_2H4V3";"Praha";"Kladno";"R";6;1;4311;"RegularGame";31,5676785534591;NA
"53";"S127417_2H5V3";"Kladno";"Praha";"S";6;6;4445;"RegularGame";34,9852440199335;0,4164149
"54";"S127417_2H6V3";"Kladno";"Praha";"R";6;6;4445;"RegularGame";34,9852440199335;NA
"55";"S127417_2H6V4";"Praha";"Kladno";"S";5;6;4355;"RegularGame";33,3609808196721;0
"56";"S127417_2H6V5";"Praha";"Kladno";"R";5;6;4355;"RegularGame";33,3609808196721;1
"57";"S127417_2H7V5";"Kladno";"Praha";"R";5;5;4437;"RegularGame";32,8818041071428;0,492644
"58";"S127417_2H7V6";"Praha";"Kladno";"R";4;5;4525;"RegularGame";38,5759974166667;1
"59";"S127417_2H8V6";"Kladno";"Praha";"S";4;4;4318;"RegularGame";35,6473187586207;0
"60";"S127417_2H9V6";"Kladno";"Praha";"S";4;4;4318;"RegularGame";35,6473187586207;0
"61";"S127417_2H10V6";"Kladno";"Praha";"R";4;4;4318;"RegularGame";35,6473187586207;0,347362
"62";"S127417_2H10V7";"Praha";"Kladno";"R";3;4;4357;"RegularGame";31,3603344041451;1
"63";"S127417_2H11V7";"Kladno";"Praha";"R";3;3;4443;"RegularGame";35,4042121759259;0,4140952
"64";"S127417_2H11V8";"Praha";"Kladno";"R";2;3;4379;"RegularGame";32,6810371698113;NA
"65";"S127417_2H12V8";"Kladno";"Praha";"R";2;2;4449;"RegularGame";36,928840872093;NA
"66";"S127417_2H12V9";"Praha";"Kladno";"S";1;2;4459;"RegularGame";34,3381759268929;0,4128309
"67";"S127417_2H12V10";"Praha";"Kladno";"S";1;2;4459;"RegularGame";34,3381759268929;0,3572543
"68";"S127417_2H12V11";"Praha";"Kladno";"S";1;2;4459;"RegularGame";34,3381759268929;0
"69";"S127417_2H12V12";"Praha";"Kladno";"R";1;2;4459;"RegularGame";34,3381759268929;1
"70";"S127417_2H13V12";"Kladno";"Praha";"S";1;1;4344;"RegularGame";37,6329701977401;0,4164149
"71";"S127417_2H14V12";"Kladno";"Praha";"R";1;1;4344;"RegularGame";37,6329701977401;1
"72";"S127417_2H14V13";"Praha";"Kladno";"R";6;1;4311;"RegularGame";31,5676785534591;1
"73";"S127417_2H15V13";"Kladno";"Praha";"R";6;6;4445;"RegularGame";34,9852440199335;0,4164149
"74";"S127417_2H15V14";"Praha";"Kladno";"R";5;6;4355;"RegularGame";33,3609808196721;1
"75";"S127417_2H16V14";"Kladno";"Praha";"R";5;5;4437;"RegularGame";32,8818041071428;1
"76";"S127417_2H16V15";"Praha";"Kladno";"S";4;5;4525;"RegularGame";38,5759974166667;0
"77";"S127417_2H16V16";"Praha";"Kladno";"R";4;5;4525;"RegularGame";38,5759974166667;1
"78";"S127417_2H17V16";"Kladno";"Praha";"S";4;4;4318;"RegularGame";35,6473187586207;0
"79";"S127417_2H18V16";"Kladno";"Praha";"R";4;4;4318;"RegularGame";35,6473187586207;NA
"80";"S127417_2H18V17";"Praha";"Kladno";"R";3;4;4357;"RegularGame";31,3603344041451;1
"81";"S127417_2H19V17";"Kladno";"Praha";"R";3;3;4443;"RegularGame";35,4042121759259;1
"82";"S127417_2H19V18";"Praha";"Kladno";"S";2;3;4523;"RegularGame";32,8783827433628;0,4128309
"83";"S127417_2H19V19";"Praha";"Kladno";"R";2;3;4523;"RegularGame";32,8783827433628;NA
"84";"S127417_2H20V19";"Kladno";"Praha";"S";2;2;4449;"LosingInTightEndgame";36,928840872093;0
"85";"S127417_2H21V19";"Kladno";"Praha";"R";2;2;4449;"LeadingInTightEndgame";36,928840872093;1
"86";"S127417_2H21V20";"Praha";"Kladno";"R";1;2;4459;"BalancedTightEndgame";34,3381759268929;0,6055595
"87";"S127417_2H22V20";"Kladno";"Praha";"R";1;1;4344;"LeadingInTightEndgame";37,6329701977401;0,3694937
"88";"S127417_2H22V21";"Praha";"Kladno";"R";6;1;4311;"BalancedTightEndgame";31,5676785534591;1
"89";"S127417_2H23V21";"Kladno";"Praha";"R";6;6;4445;"LeadingInTightEndgame";34,9852440199335;0,4850044
"90";"S127417_2H23V22";"Praha";"Kladno";"S";5;6;4355;"BalancedTightEndgame";33,3609808196721;0
"91";"S127417_2H23V23";"Praha";"Kladno";"R";5;6;4355;"BalancedTightEndgame";33,3609808196721;0,575266
"92";"S127417_2H24V23";"Kladno";"Praha";"S";5;5;4437;"LosingInTightEndgame";32,8818041071428;0
"93";"S127417_3H0V0";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;1
"94";"S127417_3H1V0";"Kladno";"Praha";"R";2;1;4449;"RegularGame";36,928840872093;1
"95";"S127417_3H1V1";"Praha";"Kladno";"S";6;2;4311;"RegularGame";31,5676785534591;0
"96";"S127417_3H1V2";"Praha";"Kladno";"R";6;2;4311;"RegularGame";31,5676785534591;1
"97";"S127417_3H2V2";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;1
"98";"S127417_3H2V3";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;1
"99";"S127417_3H3V3";"Kladno";"Praha";"S";6;5;4445;"RegularGame";34,9852440199335;0
"100";"S127417_3H4V3";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;0,6467072
"101";"S127417_3H4V4";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0
"102";"S127417_3H4V5";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0
"103";"S127417_3H4V6";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0
"104";"S127417_3H4V7";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0
"105";"S127417_3H4V8";"Praha";"Kladno";"S";4;6;4525;"RegularGame";38,5759974166667;0
"106";"S127417_3H4V9";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;0,4128309
"107";"S127417_3H5V9";"Kladno";"Praha";"S";5;4;4437;"RegularGame";32,8818041071428;0
"108";"S127417_3H6V9";"Kladno";"Praha";"S";5;4;4437;"RegularGame";32,8818041071428;0
"109";"S127417_3H7V9";"Kladno";"Praha";"R";5;4;4437;"RegularGame";32,8818041071428;NA
"110";"S127417_3H7V10";"Praha";"Kladno";"R";3;5;4357;"RegularGame";31,3603344041451;1
"111";"S127417_3H8V10";"Kladno";"Praha";"R";4;3;4318;"RegularGame";35,6473187586207;NA
"112";"S127417_3H8V11";"Praha";"Kladno";"R";2;4;4523;"RegularGame";32,8783827433628;1
"113";"S127417_3H9V11";"Kladno";"Praha";"R";3;2;4443;"RegularGame";35,4042121759259;NA
"114";"S127417_3H9V12";"Praha";"Kladno";"S";1;3;4459;"RegularGame";34,3381759268929;0
"115";"S127417_3H9V13";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;NA
"116";"S127417_3H10V13";"Kladno";"Praha";"R";2;1;4449;"RegularGame";36,928840872093;NA
"117";"S127417_3H10V14";"Praha";"Kladno";"R";6;2;4311;"RegularGame";31,5676785534591;1
"118";"S127417_3H11V14";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;1
"119";"S127417_3H11V15";"Praha";"Kladno";"R";5;1;4379;"RegularGame";32,6810371698113;1
"120";"S127417_3H12V15";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;NA
"121";"S127417_3H12V16";"Praha";"Kladno";"R";4;6;4525;"RegularGame";38,5759974166667;0,492644
"122";"S127417_3H13V16";"Kladno";"Praha";"R";5;4;4437;"RegularGame";32,8818041071428;NA
"123";"S127417_3H13V17";"Praha";"Kladno";"R";3;5;4357;"RegularGame";31,3603344041451;NA
"124";"S127417_3H14V17";"Kladno";"Praha";"R";4;3;4318;"RegularGame";35,6473187586207;0,575266
"125";"S127417_3H14V18";"Praha";"Kladno";"S";2;4;4523;"RegularGame";32,8783827433628;0,4164149
"126";"S127417_3H14V19";"Praha";"Kladno";"R";2;4;4523;"RegularGame";32,8783827433628;0,6467072
"127";"S127417_3H15V19";"Kladno";"Praha";"R";3;2;4443;"RegularGame";35,4042121759259;1
"128";"S127417_3H15V20";"Praha";"Kladno";"R";1;3;4459;"RegularGame";34,3381759268929;0,2025275
"129";"S127417_3H16V20";"Kladno";"Praha";"S";2;1;4449;"RegularGame";36,928840872093;0,492644
"130";"S127417_3H17V20";"Kladno";"Praha";"R";2;1;4449;"LosingInTightEndgame";36,928840872093;1
"131";"S127417_3H17V21";"Praha";"Kladno";"S";6;2;4311;"RegularGame";31,5676785534591;0
"132";"S127417_3H17V22";"Praha";"Kladno";"R";6;2;4311;"RegularGame";31,5676785534591;NA
"133";"S127417_3H18V22";"Kladno";"Praha";"R";1;6;4344;"RegularGame";37,6329701977401;1
"134";"S127417_3H18V23";"Praha";"Kladno";"S";5;1;4355;"RegularGame";33,3609808196721;0,4588627
"135";"S127417_3H18V24";"Praha";"Kladno";"R";5;1;4355;"RegularGame";33,3609808196721;0,4140952
"136";"S127417_3H19V24";"Kladno";"Praha";"R";6;5;4445;"RegularGame";34,9852440199335;0,6273647
"137";"S127417_4H0V0";"Kladno";"Praha";"R";1;2;4344;"RegularGame";37,6329701977401;1
"138";"S127417_4H0V1";"Praha";"Kladno";"R";1;1;4459;"RegularGame";34,3381759268929;1
"139";"S127417_4H1V1";"Kladno";"Praha";"R";6;1;4445;"RegularGame";34,9852440199335;NA
"140";"S127417_4H1V2";"Praha";"Kladno";"R";6;6;4311;"RegularGame";31,5676785534591;1
"141";"S127417_4H2V2";"Kladno";"Praha";"R";5;6;4449;"RegularGame";36,928840872093;1
"142";"S127417_4H2V3";"Praha";"Kladno";"S";5;5;4355;"RegularGame";33,3609808196721;0
"143";"S127417_4H2V4";"Praha";"Kladno";"S";5;5;4355;"RegularGame";33,3609808196721;0,4854297
"144";"S127417_4H2V5";"Praha";"Kladno";"S";5;5;4355;"RegularGame";33,3609808196721;0,4157516
"145";"S127417_4H2V6";"Praha";"Kladno";"R";5;5;4355;"RegularGame";33,3609808196721;NA
"146";"S127417_4H3V6";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0
"147";"S127417_4H4V6";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0,2142572
"148";"S127417_4H5V6";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0
"149";"S127417_4H6V6";"Kladno";"Praha";"R";4;5;4318;"RegularGame";35,6473187586207;NA
"150";"S127417_4H6V7";"Praha";"Kladno";"R";4;4;4525;"RegularGame";38,5759974166667;NA
"151";"S127417_4H7V7";"Kladno";"Praha";"S";3;4;4443;"RegularGame";35,4042121759259;0
"152";"S127417_4H8V7";"Kladno";"Praha";"S";3;4;4443;"RegularGame";35,4042121759259;0,4128309
"153";"S127417_4H9V7";"Kladno";"Praha";"S";3;4;4443;"RegularGame";35,4042121759259;0
"154";"S127417_4H10V7";"Kladno";"Praha";"R";3;4;4443;"RegularGame";35,4042121759259;1
"155";"S127417_4H10V8";"Praha";"Kladno";"R";3;3;4359;"RegularGame";28,7436267213115;NA
"156";"S127417_4H11V8";"Kladno";"Praha";"R";2;3;4377;"RegularGame";33,7804205479452;1
"157";"S127417_4H11V9";"Praha";"Kladno";"R";2;2;4523;"RegularGame";32,8783827433628;1
"158";"S127417_4H12V9";"Kladno";"Praha";"S";1;2;4344;"RegularGame";37,6329701977401;0
"159";"S127417_4H13V9";"Kladno";"Praha";"S";1;2;4344;"RegularGame";37,6329701977401;0
"160";"S127417_4H14V9";"Kladno";"Praha";"R";1;2;4344;"RegularGame";37,6329701977401;1
"161";"S127417_4H14V10";"Praha";"Kladno";"S";1;1;4459;"RegularGame";34,3381759268929;0,492644
"162";"S127417_4H14V11";"Praha";"Kladno";"S";1;1;4459;"RegularGame";34,3381759268929;0,557645
"163";"S127417_4H14V12";"Praha";"Kladno";"R";1;1;4459;"RegularGame";34,3381759268929;0,2025275
"164";"S127417_4H15V12";"Kladno";"Praha";"R";6;1;4445;"RegularGame";34,9852440199335;1
"165";"S127417_4H15V14";"Praha";"Kladno";"S";6;6;4311;"RegularGame";31,5676785534591;0
"166";"S127417_4H15V15";"Praha";"Kladno";"R";6;6;4311;"RegularGame";31,5676785534591;1
"167";"S127417_4H16V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,4164149
"168";"S127417_4H17V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,4164149
"169";"S127417_4H18V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0
"170";"S127417_4H19V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0
"171";"S127417_4H20V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,3776303
"172";"S127417_4H21V15";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0
"173";"S127417_4H22V15";"Kladno";"Praha";"R";5;6;4449;"RegularGame";36,928840872093;NA
"174";"S127417_4H22V16";"Praha";"Kladno";"S";5;5;4379;"RegularGame";32,6810371698113;0,2025275
"175";"S127417_4H22V17";"Praha";"Kladno";"R";5;5;4379;"RegularGame";32,6810371698113;1
"176";"S127417_4H23V17";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0
"177";"S127417_4H24V17";"Kladno";"Praha";"S";4;5;4318;"RegularGame";35,6473187586207;0
"178";"S127417_5H0V0";"Praha";"Kladno";"S";2;2;4379;"RegularGame";32,6810371698113;0
"179";"S127417_5H0V1";"Praha";"Kladno";"S";2;2;4379;"RegularGame";32,6810371698113;0
"180";"S127417_5H0V2";"Praha";"Kladno";"S";2;2;4379;"RegularGame";32,6810371698113;0
"181";"S127417_5H0V3";"Praha";"Kladno";"R";2;2;4379;"RegularGame";32,6810371698113;NA
"182";"S127417_5H1V3";"Kladno";"Praha";"S";1;2;4344;"RegularGame";37,6329701977401;0,4597174
"183";"S127417_5H2V3";"Kladno";"Praha";"R";1;2;4344;"RegularGame";37,6329701977401;1
"184";"S127417_5H2V4";"Praha";"Kladno";"S";1;1;4459;"RegularGame";34,3381759268929;0
"185";"S127417_5H2V5";"Praha";"Kladno";"R";1;1;4459;"RegularGame";34,3381759268929;1
"186";"S127417_5H3V5";"Kladno";"Praha";"S";6;1;4445;"RegularGame";34,9852440199335;0
"187";"S127417_5H4V5";"Kladno";"Praha";"R";6;1;4445;"RegularGame";34,9852440199335;1
"188";"S127417_5H4V6";"Praha";"Kladno";"R";6;6;4311;"RegularGame";31,5676785534591;1
"189";"S127417_5H5V6";"Kladno";"Praha";"S";5;6;4449;"RegularGame";36,928840872093;0,2151261
"190";"S127417_5H6V6";"Kladno";"Praha";"R";5;6;4449;"RegularGame";36,928840872093;1
"191";"S127417_5H6V7";"Praha";"Kladno";"R";5;5;4355;"RegularGame";33,3609808196721;NA
"192";"S127417_5H7V7";"Kladno";"Praha";"R";4;5;4318;"RegularGame";35,6473187586207;NA
"193";"S127417_5H7V8";"Praha";"Kladno";"S";4;4;4525;"RegularGame";38,5759974166667;0,3694937
"194";"S127417_5H7V9";"Praha";"Kladno";"R";4;4;4525;"RegularGame";38,5759974166667;0,6273647
"195";"S127417_5H9V9";"Kladno";"Praha";"R";3;4;4443;"RegularGame";35,4042121759259;1
"196";"S127417_5H9V10";"Praha";"Kladno";"R";3;3;4357;"BalancedTightEndgame";31,3603344041451;1
"197";"S127417_5H10V10";"Kladno";"Praha";"R";2;3;4437;"BalancedTightEndgame";32,8818041071428;1
"198";"S127417_5H10V11";"Praha";"Kladno";"S";2;2;4379;"BalancedTightEndgame";32,6810371698113;0
"199";"S127417_5H10V12";"Praha";"Kladno";"S";2;2;4379;"LosingInTightEndgame";32,6810371698113;0
"200";"S127417_5H10V13";"Praha";"Kladno";"S";2;2;4379;"LosingInTightEndgame";32,6810371698113;0
"201";"S127421_1H0V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0
"202";"S127421_1H1V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0,3687095
"203";"S127421_1H2V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0
"204";"S127421_1H3V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0
"205";"S127421_1H4V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0
"206";"S127421_1H5V0";"Beskydy";"Brno";"S";1;6;4494;"RegularGame";29,5360655084746;0,4140952
"207";"S127421_1H6V0";"Beskydy";"Brno";"R";1;6;4494;"RegularGame";29,5360655084746;1
"208";"S127421_1H6V1";"Brno";"Beskydy";"R";5;1;4502;"RegularGame";34,8366722222222;1
"209";"S127421_1H7V1";"Beskydy";"Brno";"S";6;5;4539;"RegularGame";31,345942293578;0,2142572
"210";"S127421_1H8V1";"Beskydy";"Brno";"S";6;5;4539;"RegularGame";31,345942293578;0
"211";"S127421_1H9V1";"Beskydy";"Brno";"R";6;5;4539;"RegularGame";31,345942293578;NA
"212";"S127421_1H10V5";"Beskydy";"Brno";"S";5;4;4485;"RegularGame";33,1493070285714;0,4850044
"213";"S127421_1H11V5";"Beskydy";"Brno";"R";5;4;4485;"RegularGame";33,1493070285714;1
"214";"S127421_1H11V6";"Brno";"Beskydy";"S";3;5;4310;"RegularGame";34,0997423411371;0
"215";"S127421_1H11V7";"Brno";"Beskydy";"R";3;5;4310;"RegularGame";34,0997423411371;NA
"216";"S127421_1H12V7";"Beskydy";"Brno";"S";4;3;4538;"RegularGame";32,6362573151751;0
"217";"S127421_1H13V7";"Beskydy";"Brno";"R";4;3;4538;"RegularGame";32,6362573151751;1
"218";"S127421_1H13V8";"Brno";"Beskydy";"R";2;4;4299;"RegularGame";33,010541712963;NA
"219";"S127421_1H14V8";"Beskydy";"Brno";"R";3;2;4514;"RegularGame";32,120626509434;NA
"220";"S127421_1H14V9";"Brno";"Beskydy";"R";1;3;4305;"RegularGame";38,0995889160839;1
"221";"S127421_1H15V9";"Beskydy";"Brno";"R";2;1;4532;"RegularGame";34,9515989655172;1
"222";"S127421_1H15V10";"Brno";"Beskydy";"S";6;2;4301;"RegularGame";35,7615206868132;0,3687095
"223";"S127421_1H15V11";"Brno";"Beskydy";"S";6;2;4301;"RegularGame";35,7615206868132;0
"224";"S127421_1H15V12";"Brno";"Beskydy";"S";6;2;4301;"RegularGame";35,7615206868132;0,492644
"225";"S127421_1H15V13";"Brno";"Beskydy";"R";6;2;4301;"RegularGame";35,7615206868132;NA
"226";"S127421_1H16V13";"Beskydy";"Brno";"R";1;6;4494;"RegularGame";29,5360655084746;1
"227";"S127421_1H17V13";"Beskydy";"Brno";"R";1;6;4494;"RegularGame";29,5360655084746;NA
"228";"S127421_1H17V14";"Brno";"Beskydy";"S";5;1;4502;"RegularGame";34,8366722222222;0
"229";"S127421_1H17V15";"Brno";"Beskydy";"R";5;1;4502;"RegularGame";34,8366722222222;NA
"230";"S127421_1H18V15";"Beskydy";"Brno";"R";6;5;4539;"RegularGame";31,345942293578;1
"231";"S127421_1H20V17";"Brno";"Beskydy";"S";3;5;4310;"LeadingInTightEndgame";34,0997423411371;0,575266
"232";"S127421_1H20V18";"Brno";"Beskydy";"S";3;5;4310;"LeadingInTightEndgame";34,0997423411371;0
"233";"S127421_1H20V19";"Brno";"Beskydy";"S";3;5;4310;"LeadingInTightEndgame";34,0997423411371;0
"234";"S127421_1H20V20";"Brno";"Beskydy";"R";3;5;4310;"BalancedTightEndgame";34,0997423411371;NA
"235";"S127421_1H21V20";"Beskydy";"Brno";"R";4;3;4538;"BalancedTightEndgame";32,6362573151751;NA
"236";"S127421_1H21V21";"Brno";"Beskydy";"R";2;4;4299;"BalancedTightEndgame";33,010541712963;0,557645
"237";"S127421_1H22V22";"Brno";"Beskydy";"S";1;3;4305;"BalancedTightEndgame";38,0995889160839;0
"238";"S127421_1H22V23";"Brno";"Beskydy";"S";1;3;4305;"LosingInTightEndgame";38,0995889160839;0
"239";"S127421_1H22V24";"Brno";"Beskydy";"R";1;3;4305;"LeadingInTightEndgame";38,0995889160839;1
"240";"S127421_1H23V24";"Beskydy";"Brno";"S";2;1;4532;"LeadingInTightEndgame";34,9515989655172;0
"241";"S127421_1H24V24";"Beskydy";"Brno";"S";2;1;4532;"BalancedTightEndgame";34,9515989655172;0
"242";"S127421_1H25V24";"Beskydy";"Brno";"R";2;1;4532;"BalancedTightEndgame";34,9515989655172;1
"243";"S127421_1H25V25";"Brno";"Beskydy";"R";6;2;4301;"BalancedTightEndgame";35,7615206868132;0,4850044
"244";"S127421_1H26V25";"Beskydy";"Brno";"R";1;6;4494;"BalancedTightEndgame";29,5360655084746;1
"245";"S127421_1H26V26";"Brno";"Beskydy";"R";5;1;4502;"BalancedTightEndgame";34,8366722222222;1
"246";"S127421_1H27V26";"Beskydy";"Brno";"R";6;5;4539;"BalancedTightEndgame";31,345942293578;NA
"247";"S127421_1H27V27";"Brno";"Beskydy";"R";4;6;4300;"BalancedTightEndgame";40,2503833879781;1
"248";"S127421_1H28V27";"Beskydy";"Brno";"S";5;4;4485;"LosingInTightEndgame";33,1493070285714;0,6273647
"249";"S127421_2H0V0";"Brno";"Beskydy";"R";6;1;4301;"RegularGame";35,7615206868132;1
"250";"S127421_2H1V0";"Beskydy";"Brno";"S";6;6;4539;"RegularGame";31,345942293578;0
"251";"S127421_2H2V0";"Beskydy";"Brno";"R";6;6;4539;"RegularGame";31,345942293578;1
"252";"S127421_2H2V1";"Brno";"Beskydy";"R";5;6;4502;"RegularGame";34,8366722222222;1
"253";"S127421_2H3V1";"Beskydy";"Brno";"R";5;5;4485;"RegularGame";33,1493070285714;0,4128309
"254";"S127421_2H3V2";"Brno";"Beskydy";"R";4;5;4300;"RegularGame";40,2503833879781;1
"255";"S127421_2H4V2";"Beskydy";"Brno";"R";4;4;4538;"RegularGame";32,6362573151751;1
"256";"S127421_2H4V3";"Brno";"Beskydy";"R";3;4;4310;"RegularGame";34,0997423411371;1
"257";"S127421_2H5V3";"Beskydy";"Brno";"S";3;3;4514;"RegularGame";32,120626509434;0
