"";"SetPointId";"ServingTeamName";"ReceivingTeamName";"WinningTeamServingCode";"ServingRotation";"ReceivingRotation";"ServingPlayerId";"GameStageDetail";"RatingService";"MarkovCoefLastTouchSideout"
"6743";"S129219_2H14V14";"Ostrava";"Kladno";"S";6;5;4508;"RegularGame";31,5618958510638;0,6273647
"6744";"S129219_2H14V15";"Ostrava";"Kladno";"R";6;5;4508;"RegularGame";31,5618958510638;NA
"6745";"S129219_2H15V15";"Kladno";"Ostrava";"R";4;6;4318;"RegularGame";35,6473187586207;1
"6746";"S129219_2H15V16";"Ostrava";"Kladno";"R";5;4;4329;"RegularGame";33,870821697417;1
"6747";"S129219_2H16V16";"Kladno";"Ostrava";"R";3;5;4443;"RegularGame";35,4042121759259;NA
"6748";"S129219_2H16V17";"Ostrava";"Kladno";"S";4;3;4322;"RegularGame";36,605235359116;0,4588627
"6749";"S129219_2H16V18";"Ostrava";"Kladno";"R";4;3;4322;"RegularGame";36,605235359116;NA
"6750";"S129219_2H17V18";"Kladno";"Ostrava";"S";2;4;4377;"RegularGame";33,7804205479452;0,3280265
"6751";"S129219_2H18V18";"Kladno";"Ostrava";"S";2;4;4377;"RegularGame";33,7804205479452;0
"6752";"S129219_2H19V18";"Kladno";"Ostrava";"R";2;4;4377;"RegularGame";33,7804205479452;1
"6753";"S129219_2H19V19";"Ostrava";"Kladno";"R";3;2;4323;"RegularGame";35,178943869863;NA
